ticker,name,compositeFIGI,marketSector,securityType,securityDescription,exchangeCode,shareClassFIGI,sector,industryGroup,industry
DE,DEERE & CO,BBG000BH1NH9,Equity,Common Stock,DE,N/A,BBG001S5QFF7,N/A,N/A,N/A
DEC,DIVERSIFIED ENERGY CO,BBG01YJLV627,Equity,Common Stock,DEC,N/A,BBG01YJLV654,N/A,N/A,N/A
DELL,DELL TECHNOLOGIES -C,BBG00DW3SZS1,Equity,Common Stock,DELL,N/A,BBG00DW3SZT0,N/A,N/A,N/A
DF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DFS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DG,DOLLAR GENERAL CORP,BBG000NV1KK7,Equity,Common Stock,DG,N/A,BBG001T5BM30,N/A,N/A,N/A
DGX,QUEST DIAGNOSTICS INC,BBG000BN84F3,Equity,Common Stock,DGX,N/A,BBG001S9GX43,N/A,N/A,N/A
DHI,DR HORTON INC,BBG000DQTXY6,Equity,Common Stock,DHI,N/A,BBG001S8M692,N/A,N/A,N/A
DHR,DANAHER CORP,BBG000BH3JF8,Equity,Common Stock,DHR,N/A,BBG001S5QGT0,N/A,N/A,N/A
DIS,WALT DISNEY CO/THE,BBG000BH4R78,Equity,Common Stock,DIS,N/A,BBG001S5QHF3,N/A,N/A,N/A
DISCA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DISCK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DISH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLPH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DNB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DNR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPHIQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DTE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DVMT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DVN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DWDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DYNIQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EBAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EFX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EHC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EKDKQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENRNQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EOG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQIX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ETFC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ETR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ETS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVHC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVRG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXPE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
F,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FANG,DIAMONDBACK ENERGY INC,BBG002PHSYX9,Equity,Common Stock,FANG,N/A,BBG002PHSZN7,N/A,N/A,N/A
FAST,FASTENAL CO,BBG000BJ8YN7,Equity,Common Stock,FAST,N/A,BBG001S5R1F7,N/A,N/A,N/A
FB,PROSHARES S&P DYNAMIC BUFFER,BBG01VRMNFB1,Equity,ETP,FB,N/A,BBG01VRMNGC8,N/A,N/A,N/A
FBF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FBHS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FBO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FCPT,FOUR CORNERS PROPERTY TRUST,BBG009H33QM0,Equity,REIT,FCPT,N/A,BBG009H33QN9,N/A,N/A,N/A
FCX,FREEPORT-MCMORAN INC,BBG000BJDB15,Equity,Common Stock,FCX,N/A,BBG001S5R3F3,N/A,N/A,N/A
FDO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FDX,FEDEX CORP,BBG000BJF1Z8,Equity,Common Stock,FDX,N/A,BBG001S5R3M5,N/A,N/A,N/A
FE,FIRSTENERGY CORP,BBG000BB6M98,Equity,Common Stock,FE,N/A,BBG001S5R3N4,N/A,N/A,N/A
FFB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FFIV,F5 INC,BBG000CXYSZ6,Equity,Common Stock,FFIV,N/A,BBG001SCP8D1,N/A,N/A,N/A
FHN,FIRST HORIZON CORP,BBG000GHZSZ6,Equity,Common Stock,FHN,N/A,BBG001SCW8R8,N/A,N/A,N/A
FII,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIS,FIDELITY NATIONAL INFO SERV,BBG000BK2F42,Equity,Common Stock,FIS,N/A,BBG001S8SWQ0,N/A,N/A,N/A
FISV,FISERV INC,BBG000BJKPG0,Equity,Common Stock,FISV,N/A,BBG001S5R6Q4,N/A,N/A,N/A
FITB,FIFTH THIRD BANCORP,BBG000BJL3N0,Equity,Common Stock,FITB,N/A,BBG001S5R6S2,N/A,N/A,N/A
FJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FJCC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLIR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLMIQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLR,FLUOR CORP,BBG000BB1TH9,Equity,Common Stock,FLR,N/A,BBG001S5Q738,N/A,N/A,N/A
FLS,FLOWSERVE CORP,BBG000FFH4P5,Equity,Common Stock,FLS,N/A,BBG001SB3F87,N/A,N/A,N/A
FLT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLTWQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FMC,FMC CORP,BBG000BJP882,Equity,Common Stock,FMC,N/A,BBG001S5R880,N/A,N/A,N/A
FMCC,FREDDIE MAC,BBG000BF7Y65,Equity,Common Stock,FMCC,N/A,BBG001S5PLR2,N/A,N/A,N/A
FNMA,FANNIE MAE,BBG000BJQ328,Equity,Common Stock,FNMA,N/A,BBG001S5R8W3,N/A,N/A,N/A
FOSL,FOSSIL GROUP INC,BBG000C37332,Equity,Common Stock,FOSL,N/A,BBG001S6FP74,N/A,N/A,N/A
FOX,FOX CORP - CLASS B,BBG00JHNKJY8,Equity,Common Stock,FOX,N/A,BBG00JHNKKR3,N/A,N/A,N/A
FOXA,FOX CORP - CLASS A,BBG00JHNJW99,Equity,Common Stock,FOXA,N/A,BBG00JHNJX06,N/A,N/A,N/A
FPC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRT,FEDERAL REALTY INVS TRUST,BBG000BJVN28,Equity,REIT,FRT,N/A,BBG001S5RC36,N/A,N/A,N/A
FRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FSH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FSL/B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FSLR,FIRST SOLAR INC,BBG000BFL116,Equity,Common Stock,FSLR,N/A,BBG001S991Z7,N/A,N/A,N/A
FTI,TECHNIPFMC PLC,BBG00DL8NMV2,Equity,Common Stock,FTI,N/A,BBG00DL8NMT5,N/A,N/A,N/A
FTLAQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTNT,FORTINET INC,BBG000BCMBG4,Equity,Common Stock,FTNT,N/A,BBG001S77BL6,N/A,N/A,N/A
FTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTV,FORTIVE CORP,BBG00BLVZ228,Equity,Common Stock,FTV,N/A,BBG00BLVZ237,N/A,N/A,N/A
FWLT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GAPTQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GBLXQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GCO,GENESCO INC,BBG000BK5S78,Equity,Common Stock,GCO,N/A,BBG001S5RHF2,N/A,N/A,N/A
GD,GENERAL DYNAMICS CORP,BBG000BK67C7,Equity,Common Stock,GD,N/A,BBG001S5RHP1,N/A,N/A,N/A
GDT,WISDOMTREE EFF TIPS PLUS GLD,BBG01YYS01M8,Equity,ETP,GDT,N/A,BBG01YYS02Q2,N/A,N/A,N/A
GDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GE,GENERAL ELECTRIC,BBG000BK6MB5,Equity,Common Stock,GE,N/A,BBG001S5PVD5,N/A,N/A,N/A
GENZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GFS/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GGP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GHC,GRAHAM HOLDINGS CO-CLASS B,BBG000C3FGH9,Equity,Common Stock,GHC,N/A,BBG001S6H317,N/A,N/A,N/A
GIDL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILD,GILEAD SCIENCES INC,BBG000CKGBP2,Equity,Common Stock,GILD,N/A,BBG001S6Y1X7,N/A,N/A,N/A
GIS,GENERAL MILLS INC,BBG000BKCFC2,Equity,Common Stock,GIS,N/A,BBG001S5RKR2,N/A,N/A,N/A
GLW,CORNING INC,BBG000BKFZM4,Equity,Common Stock,GLW,N/A,BBG001S5RLH1,N/A,N/A,N/A
GM,GENERAL MOTORS CO,BBG000NDYB67,Equity,Common Stock,GM,N/A,BBG001SM1DK6,N/A,N/A,N/A
GMCR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GME,GAMESTOP CORP-CLASS A,BBG000BB5BF6,Equity,Common Stock,GME,N/A,BBG001S5RLR0,N/A,N/A,N/A
GNW,GENWORTH FINANCIAL INC,BBG000J5Q6L2,Equity,Common Stock,GNW,N/A,BBG001SJ0DH8,N/A,N/A,N/A
GOOG,ALPHABET INC-CL C,BBG009S3NB30,Equity,Common Stock,GOOG,N/A,BBG009S3NB21,N/A,N/A,N/A
GOOGL,ALPHABET INC-CL A,BBG009S39JX6,Equity,Common Stock,GOOGL,N/A,BBG009S39JY5,N/A,N/A,N/A
GOSHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GP,GREENPOWER MOTOR CO INC,BBG008366HR2,Equity,Common Stock,GP,N/A,BBG001TC2Y20,N/A,N/A,N/A
GPC,GENUINE PARTS CO,BBG000BKL348,Equity,Common Stock,GPC,N/A,BBG001S5RNH7,N/A,N/A,N/A
GPN,GLOBAL PAYMENTS INC,BBG000CX0P89,Equity,Common Stock,GPN,N/A,BBG001SGS2Z8,N/A,N/A,N/A
GPS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GPUI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRMN,GARMIN LTD,BBG000C4LN67,Equity,Common Stock,GRMN,N/A,BBG001SG0H12,N/A,N/A,N/A
GS,GOLDMAN SACHS GROUP INC,BBG000C6CFJ5,Equity,Common Stock,GS,N/A,BBG001SC07Z6,N/A,N/A,N/A
GT,GOODYEAR TIRE & RUBBER CO,BBG000BKNX95,Equity,Common Stock,GT,N/A,BBG001S5RQ62,N/A,N/A,N/A
GTGOF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GTW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GTX,GARRETT MOTION INC,BBG00HY28P97,Equity,Common Stock,GTX,N/A,BBG00HY28Q04,N/A,N/A,N/A
GWW,WW GRAINGER INC,BBG000BKR1D6,Equity,Common Stock,GWW,N/A,BBG001S5RRD2,N/A,N/A,N/A
HAL,HALLIBURTON CO,BBG000BKTFN2,Equity,Common Stock,HAL,N/A,BBG001S5RS59,N/A,N/A,N/A
HAR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAS,HASBRO INC,BBG000BKVJK4,Equity,Common Stock,HAS,N/A,BBG001S5RSQ6,N/A,N/A,N/A
HBAN,HUNTINGTON BANCSHARES INC,BBG000BKWSR6,Equity,Common Stock,HBAN,N/A,BBG001S5RSZ6,N/A,N/A,N/A
HBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCA,HCA HEALTHCARE INC,BBG000QW7VC1,Equity,Common Stock,HCA,N/A,BBG001T8NTY2,N/A,N/A,N/A
HCBK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HD,HOME DEPOT INC,BBG000BKZB36,Equity,Common Stock,HD,N/A,BBG001S5RTW7,N/A,N/A,N/A
HDLM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HFC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HFS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HIG,HARTFORD INSURANCE GROUP INC,BBG000G0Z878,Equity,Common Stock,HIG,N/A,BBG001S8PXF3,N/A,N/A,N/A
HII,HUNTINGTON INGALLS INDUSTRIE,BBG001KJ2HM9,Equity,Common Stock,HII,N/A,BBG001V0PDL3,N/A,N/A,N/A
HLT,HILTON WORLDWIDE HOLDINGS IN,BBG0058KMH30,Equity,Common Stock,HLT,N/A,BBG0058KMH49,N/A,N/A,N/A
HM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HNZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOG,HARLEY-DAVIDSON INC,BBG000BKZTP3,Equity,Common Stock,HOG,N/A,BBG001S5RTY5,N/A,N/A,N/A
HOLX,HOLOGIC INC,BBG000C3NTN5,Equity,Common Stock,HOLX,N/A,BBG001S6HWB2,N/A,N/A,N/A
HON,HONEYWELL INTERNATIONAL INC,BBG000H556T9,Equity,Common Stock,HON,N/A,BBG001S5X1N1,N/A,N/A,N/A
HOT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HP,HELMERICH & PAYNE,BBG000BLCPY4,Equity,Common Stock,HP,N/A,BBG001S5RZP1,N/A,N/A,N/A
HPC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HPE,HEWLETT PACKARD ENTERPRISE,BBG0078W3NQ3,Equity,Common Stock,HPE,N/A,BBG0078W3NP4,N/A,N/A,N/A
HPQ,HP INC,BBG000KHWT55,Equity,Common Stock,HPQ,N/A,BBG001S6W7N7,N/A,N/A,N/A
HRB,H&R BLOCK INC,BBG000BLDV98,Equity,Common Stock,HRB,N/A,BBG001S5S031,N/A,N/A,N/A
HRL,HORMEL FOODS CORP,BBG000BLF8D2,Equity,Common Stock,HRL,N/A,BBG001S5S0D0,N/A,N/A,N/A
HRS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HRZIQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSIC,HENRY SCHEIN INC,BBG000BNMMJ3,Equity,Common Stock,HSIC,N/A,BBG001S6S7F1,N/A,N/A,N/A
HSP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HST,HOST HOTELS & RESORTS INC,BBG000BL8804,Equity,REIT,HST,N/A,BBG001S5RY83,N/A,N/A,N/A
HSY,HERSHEY CO/THE,BBG000BLHRS2,Equity,Common Stock,HSY,N/A,BBG001S5S148,N/A,N/A,N/A
HTMXQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUM,HUMANA INC,BBG000BLKK03,Equity,Common Stock,HUM,N/A,BBG001S5S1X6,N/A,N/A,N/A
IAC,IAC INC,BBG00S1LR2C3,Equity,Common Stock,IAC,N/A,BBG00S1LR2D2,N/A,N/A,N/A
IBM,INTL BUSINESS MACHINES CORP,BBG000BLNNH6,Equity,Common Stock,IBM,N/A,BBG001S5S399,N/A,N/A,N/A
ICE,INTERCONTINENTAL EXCHANGE IN,BBG000C1FB75,Equity,Common Stock,ICE,N/A,BBG001SDJ4R0,N/A,N/A,N/A
IDXX,IDEXX LABORATORIES INC,BBG000BLRT07,Equity,Common Stock,IDXX,N/A,BBG001S5S4Y9,N/A,N/A,N/A
IFF,INTL FLAVORS & FRAGRANCES,BBG000BLSL58,Equity,Common Stock,IFF,N/A,BBG001S5S5F7,N/A,N/A,N/A
IILGV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IKN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ILMN,ILLUMINA INC,BBG000DSMS70,Equity,Common Stock,ILMN,N/A,BBG001SF4NY1,N/A,N/A,N/A
IMNX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INCLF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INCY,INCYTE CORP,BBG000BNPSQ9,Equity,Common Stock,INCY,N/A,BBG001S8Q6N2,N/A,N/A,N/A
INFO,HARBOR PANAGORA DYC LCC ETF,BBG01Q2P8F92,Equity,ETP,INFO,N/A,BBG01Q2P8G45,N/A,N/A,N/A
INTC,INTEL CORP,BBG000C0G1D1,Equity,Common Stock,INTC,N/A,BBG001S5SF65,N/A,N/A,N/A
INTU,INTUIT INC,BBG000BH5DV1,Equity,Common Stock,INTU,N/A,BBG001S6TWR2,N/A,N/A,N/A
IP,INTERNATIONAL PAPER CO,BBG000BM5SR2,Equity,Common Stock,IP,N/A,BBG001S5SBF4,N/A,N/A,N/A
IPG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IPGP,IPG PHOTONICS CORP,BBG000DCGRL8,Equity,Common Stock,IPGP,N/A,BBG001SG95B8,N/A,N/A,N/A
IQV,IQVIA HOLDINGS INC,BBG00333FYS2,Equity,Common Stock,IQV,N/A,BBG00333FZ54,N/A,N/A,N/A
IR,INGERSOLL-RAND INC,BBG002R1CW27,Equity,Common Stock,IR,N/A,BBG002R1CW36,N/A,N/A,N/A
IRM,IRON MOUNTAIN INC,BBG000KCZPC3,Equity,REIT,IRM,N/A,BBG001SCQ2X1,N/A,N/A,N/A
ISRG,INTUITIVE SURGICAL INC,BBG000BJPDZ1,Equity,Common Stock,ISRG,N/A,BBG001S7XR78,N/A,N/A,N/A
IT,GARTNER INC,BBG000BB65D0,Equity,Common Stock,IT,N/A,BBG001S5SD60,N/A,N/A,N/A
ITT,ITT INC,BBG00CVQZQ96,Equity,Common Stock,ITT,N/A,BBG00CVQZQB3,N/A,N/A,N/A
ITW,ILLINOIS TOOL WORKS,BBG000BMBL90,Equity,Common Stock,ITW,N/A,BBG001S5SDX0,N/A,N/A,N/A
IVZ,INVESCO LTD,BBG000BY2Y78,Equity,Common Stock,IVZ,N/A,BBG001S9RD81,N/A,N/A,N/A
JAVA,JPMORGAN ACTIVE VALUE ETF,BBG012NLLBJ4,Equity,ETP,JAVA,N/A,BBG012NLLCC9,N/A,N/A,N/A
JBGS,JBG SMITH PROPERTIES,BBG00F5FNKJ7,Equity,REIT,JBGS,N/A,BBG00F5FNKK5,N/A,N/A,N/A
JBHT,HUNT (JB) TRANSPRT SVCS INC,BBG000BMDBZ1,Equity,Common Stock,JBHT,N/A,BBG001S5SFY4,N/A,N/A,N/A
JBL,JABIL INC,BBG000BJNGN9,Equity,Common Stock,JBL,N/A,BBG001S7RB70,N/A,N/A,N/A
JCI,JOHNSON CONTROLS INTERNATION,BBG000BVWLJ6,Equity,Common Stock,JCI,N/A,BBG001S5WZ84,N/A,N/A,N/A
JCP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEF,JEFFERIES FINANCIAL GROUP IN,BBG000BNHSP9,Equity,Common Stock,JEF,N/A,BBG001S5SX02,N/A,N/A,N/A
JH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
